email,veracidade,email_length,local_length,has_number,num_dots,num_unders,num_hyph,unique_ratio,alpha_ratio,digit_ratio,domain,domain_popular,domain_suspicious
ricardo-assis@yaho.com,1,22,13,0,0,0,1,0.615,0.923,0.0,yaho.com,0,1
felipe89@outlok.com,1,19,8,1,0,0,0,0.875,0.75,0.25,outlok.com,0,1
601697281@mailinator.com,0,24,9,1,0,0,0,0.778,0.0,1.0,mailinator.com,0,1
aline_costa@gmx.com,1,19,11,0,0,1,0,0.909,0.909,0.0,gmx.com,0,1
sofia66.jr@gmx.com,1,18,10,1,1,0,0,0.9,0.7,0.2,gmx.com,0,1
henrique_araujo@uol.com.br,1,26,15,0,0,1,0,0.733,0.933,0.0,uol.com.br,1,0
9034634484@yopmail.com,0,22,10,1,0,0,0,0.6,0.0,1.0,yopmail.com,0,1
giorgia70@yahoo.com,1,19,9,1,0,0,0,0.778,0.778,0.222,yahoo.com,1,0
bruno-barros@protonmail.com,1,27,12,0,0,0,1,0.667,0.917,0.0,protonmail.com,1,0
felipe_carvalho@protonmail.com,1,30,15,0,0,1,0,0.8,0.933,0.0,protonmail.com,1,0
roberto@bol.com.br,1,18,7,0,0,0,0,0.714,1.0,0.0,bol.com.br,1,0
antonio10@gmail.com,1,19,9,1,0,0,0,0.778,0.778,0.222,gmail.com,1,0
admin2879@guerrillamail.com,0,27,9,1,0,0,0,1.0,0.556,0.444,guerrillamail.com,0,1
marcos.dias@live.com,1,20,11,0,1,0,0,0.818,0.909,0.0,live.com,1,0
maria@outlook.co,1,16,5,0,0,0,0,0.8,1.0,0.0,outlook.co,0,1
96knpxw4nszp5@mailcatch.com,0,27,13,1,0,0,0,0.846,0.692,0.308,mailcatch.com,0,1
gustavo@mailme.one,0,18,7,0,0,0,0,1.0,1.0,0.0,mailme.one,0,1
nicolas-freitas@terra.com.br,1,28,15,0,0,0,1,0.8,0.933,0.0,terra.com.br,1,0
gxlq0s5rmjp@10minutemail.com,0,28,11,1,0,0,0,1.0,0.818,0.182,10minutemail.com,0,1
ana.rodrigues@outlok.com,1,24,13,0,1,0,0,0.846,0.923,0.0,outlok.com,0,1
giorgia.leite@gmail.co,0,22,13,0,1,0,0,0.692,0.923,0.0,gmail.co,0,1
gabriel.barros@terra.com.br,1,27,14,0,1,0,0,0.714,0.929,0.0,terra.com.br,1,0
nicolas_ribeiro@yaho.com,1,24,15,0,0,1,0,0.733,0.933,0.0,yaho.com,0,1
lribeiro.x@mailme.one,0,21,10,0,1,0,0,0.8,0.9,0.0,mailme.one,0,1
admin4695@guerrillamail.com,0,27,9,1,0,0,0,1.0,0.556,0.444,guerrillamail.com,0,1
mx0rdt5nh@10minutemail.com,0,26,9,1,0,0,0,1.0,0.778,0.222,10minutemail.com,0,1
1034270576@mailcatch.com,0,24,10,1,0,0,0,0.8,0.0,1.0,mailcatch.com,0,1
gustavo.pereira@gmail.co,1,24,15,0,1,0,0,0.8,0.933,0.0,gmail.co,0,1
example308@guerrillamail.com,0,28,10,1,0,0,0,0.9,0.7,0.3,guerrillamail.com,0,1
rbarros@outlook.co,1,18,7,0,0,0,0,0.714,1.0,0.0,outlook.co,0,1
laura@aol.com,1,13,5,0,0,0,0,0.8,1.0,0.0,aol.com,1,0
roberto-ribeiro@icloud.com,1,26,15,0,0,0,1,0.467,0.933,0.0,icloud.com,1,0
admin9667@mailcatch.com,0,23,9,1,0,0,0,0.889,0.556,0.444,mailcatch.com,0,1
abc96@mailme.one,0,16,5,1,0,0,0,1.0,0.6,0.4,mailme.one,0,1
juliana.santos@randommail.xyz,1,29,14,0,1,0,0,0.714,0.929,0.0,randommail.xyz,0,1
mariana@icloud.com,1,18,7,0,0,0,0,0.714,1.0,0.0,icloud.com,1,0
thiago@outlok.com,1,17,6,0,0,0,0,1.0,1.0,0.0,outlok.com,0,1
p9ovcq1k8@yopmail.com,0,21,9,1,0,0,0,1.0,0.667,0.333,yopmail.com,0,1
debora_barros@terra.com.br,1,26,13,0,0,1,0,0.615,0.923,0.0,terra.com.br,1,0
022543576@tempmail.com,0,22,9,1,0,0,0,0.778,0.0,1.0,tempmail.com,0,1
gabriel.silva@gmail.com,1,23,13,0,1,0,0,0.769,0.923,0.0,gmail.com,1,0
abc760@mailtemp.org,0,19,6,1,0,0,0,1.0,0.5,0.5,mailtemp.org,0,1
thiago-antunes@bol.com.br,1,25,14,0,0,0,1,0.786,0.929,0.0,bol.com.br,1,0
eduardo@protonmail.com,1,22,7,0,0,0,0,0.857,1.0,0.0,protonmail.com,1,0
juliana.cunha@outlok.com,1,24,13,0,1,0,0,0.692,0.923,0.0,outlok.com,0,1
juliana_oliveira@disposablemail.com,0,35,16,0,0,1,0,0.688,0.938,0.0,disposablemail.com,0,1
paulao-silva@uol.com.br,1,23,12,0,0,0,1,0.75,0.917,0.0,uol.com.br,1,0
laura-nascimento@gmail.co,1,25,16,0,0,0,1,0.812,0.938,0.0,gmail.co,0,1
isabela.freitas@hotmail.com,1,27,15,0,1,0,0,0.667,0.933,0.0,hotmail.com,1,0
aline.gomes@protonmail.com,1,26,11,0,1,0,0,0.909,0.909,0.0,protonmail.com,1,0
37357@mailme.one,0,16,5,1,0,0,0,0.6,0.0,1.0,mailme.one,0,1
example998@10minutemail.com,0,27,10,1,0,0,0,0.8,0.7,0.3,10minutemail.com,0,1
carlos-barros@yahoo.com,1,23,13,0,0,0,1,0.615,0.923,0.0,yahoo.com,1,0
17514936101@mailnow.org,0,23,11,1,0,0,0,0.727,0.0,1.0,mailnow.org,0,1
rlima@outlook.com,1,17,5,0,0,0,0,1.0,1.0,0.0,outlook.com,1,0
roberto-rodrigues@bol.com.br,1,28,17,0,0,0,1,0.647,0.941,0.0,bol.com.br,1,0
henrique287@hotmail.com,1,23,11,1,0,0,0,0.909,0.727,0.273,hotmail.com,1,0
henrique-pires@outlook.com,1,26,14,0,0,0,1,0.714,0.929,0.0,outlook.com,1,0
marcos.araujo@outlook.com,1,25,13,0,1,0,0,0.692,0.923,0.0,outlook.com,1,0
rborges@bol.com.br,1,18,7,0,0,0,0,0.857,1.0,0.0,bol.com.br,1,0
felipe_costa@hotmial.com,1,24,12,0,0,1,0,0.917,0.917,0.0,hotmial.com,0,1
isabela_nascimento@mailcatch.com,1,32,18,0,0,1,0,0.667,0.944,0.0,mailcatch.com,0,1
camila.silva@trashmail.com,0,26,12,0,1,0,0,0.667,0.917,0.0,trashmail.com,0,1
rmendes@fake-mail.net,1,21,7,0,0,0,0,0.857,1.0,0.0,fake-mail.net,0,1
lucas89@mailcatch.com,1,21,7,1,0,0,0,1.0,0.714,0.286,mailcatch.com,0,1
maria-alves@gmx.com,1,19,11,0,0,0,1,0.818,0.909,0.0,gmx.com,0,1
sandra12@randommail.xyz,1,23,8,1,0,0,0,0.875,0.75,0.25,randommail.xyz,0,1
maria.nascimento@spammail.net,0,29,16,0,1,0,0,0.688,0.938,0.0,spammail.net,0,1
734309157@spammail.net,0,22,9,1,0,0,0,0.778,0.0,1.0,spammail.net,0,1
egomes@outlook.com,1,18,6,0,0,0,0,0.833,1.0,0.0,outlook.com,1,0
05365226@fake-mail.net,0,22,8,1,0,0,0,0.625,0.0,1.0,fake-mail.net,0,1
k4hla6ni@randommail.xyz,0,23,8,1,0,0,0,1.0,0.75,0.25,randommail.xyz,0,1
8rrc8j-5yntk.wl@tempmail.com,0,28,15,1,1,0,1,0.867,0.667,0.2,tempmail.com,0,1
thiago_costa@hotmial.com,0,24,12,0,0,1,0,0.75,0.917,0.0,hotmial.com,0,1
813649272@randommail.xyz,0,24,9,1,0,0,0,0.889,0.0,1.0,randommail.xyz,0,1
ecarvalho@uol.com.br,1,20,9,0,0,0,0,0.889,1.0,0.0,uol.com.br,1,0
aline.borges@hotmial.com,1,24,12,0,1,0,0,0.917,0.917,0.0,hotmial.com,0,1
luana@outlok.com,1,16,5,0,0,0,0,0.8,1.0,0.0,outlok.com,0,1
laura.freitas@protonmail.com,1,28,13,0,1,0,0,0.769,0.923,0.0,protonmail.com,1,0
ealves@terra.com.br,1,19,6,0,0,0,0,0.833,1.0,0.0,terra.com.br,1,0
fernando-assis.jr@gmail.com,1,27,17,0,1,0,1,0.706,0.882,0.0,gmail.com,1,0
rj174wyags1k@yopmail.com,0,24,12,1,0,0,0,0.917,0.667,0.333,yopmail.com,0,1
f0esbm9uhy4osw7@tempmail.com,0,28,15,1,0,0,0,0.933,0.733,0.267,tempmail.com,0,1
andre335@yahoo.com,1,18,8,1,0,0,0,0.875,0.625,0.375,yahoo.com,1,0
eduardo.x@gmail.co,1,18,9,0,1,0,0,0.889,0.889,0.0,gmail.co,0,1
871441334223@spammail.net,0,25,12,1,0,0,0,0.5,0.0,1.0,spammail.net,0,1
ana_barros@aol.com,1,18,10,0,0,1,0,0.7,0.9,0.0,aol.com,1,0
aline775@gmaill.com,0,19,8,1,0,0,0,0.875,0.625,0.375,gmaill.com,0,1
paulao_mendes@outlook.com,1,25,13,0,0,1,0,0.846,0.923,0.0,outlook.com,1,0
_bovu9g0yn@mailcatch.com,0,24,10,1,0,1,0,1.0,0.7,0.2,mailcatch.com,0,1
isabela_lima@bol.com.br,1,23,12,0,0,1,0,0.667,0.917,0.0,bol.com.br,1,0
henrique-nascimento@trashmail.com,0,33,19,0,0,0,1,0.737,0.947,0.0,trashmail.com,0,1
679727@disposablemail.com,0,25,6,1,0,0,0,0.667,0.0,1.0,disposablemail.com,0,1
aline@spammail.net,1,18,5,0,0,0,0,1.0,1.0,0.0,spammail.net,0,1
rafael_gomes@outlook.com,1,24,12,0,0,1,0,0.833,0.917,0.0,outlook.com,1,0
felipe208@hotmial.com,1,21,9,1,0,0,0,0.889,0.667,0.333,hotmial.com,0,1
maria_pires@bol.com.br,1,22,11,0,0,1,0,0.727,0.909,0.0,bol.com.br,1,0
andre-nascimento@uol.com.br,1,27,16,0,0,0,1,0.75,0.938,0.0,uol.com.br,1,0
maria.santos@fake-mail.net,0,26,12,0,1,0,0,0.75,0.917,0.0,fake-mail.net,0,1
406242679652@mailme.one,0,23,12,1,0,0,0,0.583,0.0,1.0,mailme.one,0,1
qmkt6h6ra0dq@mailinator.com,0,27,12,1,0,0,0,0.833,0.75,0.25,mailinator.com,0,1
rafael@aol.com,1,14,6,0,0,0,0,0.833,1.0,0.0,aol.com,1,0
roberto.assis@live.com,1,22,13,0,1,0,0,0.692,0.923,0.0,live.com,1,0
thiago915@mailcatch.com,0,23,9,1,0,0,0,1.0,0.667,0.333,mailcatch.com,0,1
clara@protonmail.com,1,20,5,0,0,0,0,0.8,1.0,0.0,protonmail.com,1,0
gmoreira@outlok.com,0,19,8,0,0,0,0,0.875,1.0,0.0,outlok.com,0,1
f63y8ocvf3@tempmail.co,0,22,10,1,0,0,0,0.8,0.6,0.4,tempmail.co,0,1
roberto-nascimento@tempmail.co,0,30,18,0,0,0,1,0.667,0.944,0.0,tempmail.co,0,1
ricardo_araujo@mailtemp.org,0,27,14,0,0,1,0,0.643,0.929,0.0,mailtemp.org,0,1
9163266@fake-mail.net,0,21,7,1,0,0,0,0.714,0.0,1.0,fake-mail.net,0,1
user563@mailme.one,0,18,7,1,0,0,0,1.0,0.571,0.429,mailme.one,0,1
rafael57@aol.com,1,16,8,1,0,0,0,0.875,0.75,0.25,aol.com,1,0
08017420@yopmail.com,0,20,8,1,0,0,0,0.75,0.0,1.0,yopmail.com,0,1
felipe753@gmx.com,1,17,9,1,0,0,0,0.889,0.667,0.333,gmx.com,0,1
clara.rocha@protonmail.com,1,26,11,0,1,0,0,0.636,0.909,0.0,protonmail.com,1,0
rodrigo_cunha@outlok.com,1,24,13,0,0,1,0,0.846,0.923,0.0,outlok.com,0,1
joao23@trashmail.com,0,20,6,1,0,0,0,0.833,0.667,0.333,trashmail.com,0,1
gmartins@live.com,1,17,8,0,0,0,0,1.0,1.0,0.0,live.com,1,0
caraujo@spammail.net,0,20,7,0,0,0,0,0.857,1.0,0.0,spammail.net,0,1
vbvmmrislosfuf_a@fake-mail.net,0,30,16,0,0,1,0,0.75,0.938,0.0,fake-mail.net,0,1
mantunes@gmail.co,1,17,8,0,0,0,0,0.875,1.0,0.0,gmail.co,0,1
586422@guerrillamail.com,0,24,6,1,0,0,0,0.833,0.0,1.0,guerrillamail.com,0,1
eduardo-costa@terra.com.br,1,26,13,0,0,0,1,0.769,0.923,0.0,terra.com.br,1,0
sofia693@gmaill.com,1,19,8,1,0,0,0,1.0,0.625,0.375,gmaill.com,0,1
28054445@tempmail.com,0,21,8,1,0,0,0,0.625,0.0,1.0,tempmail.com,0,1
gustavo45@guerrillamail.com,0,27,9,1,0,0,0,1.0,0.778,0.222,guerrillamail.com,0,1
beatriz_costa@gmx.com,1,21,13,0,0,1,0,0.846,0.923,0.0,gmx.com,0,1
raraujo@hotmial.com,0,19,7,0,0,0,0,0.714,1.0,0.0,hotmial.com,0,1
roberto@protonmail.com,1,22,7,0,0,0,0,0.714,1.0,0.0,protonmail.com,1,0
laura@protonmail.com,1,20,5,0,0,0,0,0.8,1.0,0.0,protonmail.com,1,0
3147444583@randommail.xyz,0,25,10,1,0,0,0,0.6,0.0,1.0,randommail.xyz,0,1
cvieira@yahoo.com,1,17,7,0,0,0,0,0.857,1.0,0.0,yahoo.com,1,0
456193531@trashmail.com,0,23,9,1,0,0,0,0.667,0.0,1.0,trashmail.com,0,1
0wpg_2jo@mailinator.com,0,23,8,1,0,1,0,1.0,0.625,0.25,mailinator.com,0,1
camila946@aol.com,1,17,9,1,0,0,0,0.889,0.667,0.333,aol.com,1,0
msantos@randommail.xyz,0,22,7,0,0,0,0,0.857,1.0,0.0,randommail.xyz,0,1
gustavo@tempmail.co,0,19,7,0,0,0,0,1.0,1.0,0.0,tempmail.co,0,1
nicolas-cunha@outlook.co,0,24,13,0,0,0,1,0.769,0.923,0.0,outlook.co,0,1
gabriel83@gmail.com,1,19,9,1,0,0,0,1.0,0.778,0.222,gmail.com,1,0
rodrigo25@hotmial.com,1,21,9,1,0,0,0,0.778,0.778,0.222,hotmial.com,0,1
mateus-moura@bol.com.br,1,23,12,0,0,0,1,0.75,0.917,0.0,bol.com.br,1,0
ana_alves@yaho.com,1,18,9,0,0,1,0,0.778,0.889,0.0,yaho.com,0,1
6reaguucqb3@spammail.net,0,24,11,1,0,0,0,0.909,0.818,0.182,spammail.net,0,1
29789227773@10minutemail.com,0,28,11,1,0,0,0,0.455,0.0,1.0,10minutemail.com,0,1
gmoreira@yaho.com,1,17,8,0,0,0,0,0.875,1.0,0.0,yaho.com,0,1
ricardo@outlook.com,1,19,7,0,0,0,0,0.857,1.0,0.0,outlook.com,1,0
6143193963@mailme.one,0,21,10,1,0,0,0,0.5,0.0,1.0,mailme.one,0,1
thiago113.jr@outlok.com,0,23,12,1,1,0,0,0.917,0.667,0.25,outlok.com,0,1
luana_ribeiro@10minutemail.com,1,30,13,0,0,1,0,0.769,0.923,0.0,10minutemail.com,0,1
gustavo@aol.com,1,15,7,0,0,0,0,1.0,1.0,0.0,aol.com,1,0
foliveira@mailtemp.org,0,22,9,0,0,0,0,0.889,1.0,0.0,mailtemp.org,0,1
luana-freitas@hotmail.com,1,25,13,0,0,0,1,0.846,0.923,0.0,hotmail.com,1,0
antonio-oliveira.x@icloud.com,1,29,18,0,1,0,1,0.667,0.889,0.0,icloud.com,1,0
abc131@mailme.one,0,17,6,1,0,0,0,0.833,0.5,0.5,mailme.one,0,1
5683297524@10minutemail.com,0,27,10,1,0,0,0,0.8,0.0,1.0,10minutemail.com,0,1
laura@hotmial.com,1,17,5,0,0,0,0,0.8,1.0,0.0,hotmial.com,0,1
support8340@yopmail.com,0,23,11,1,0,0,0,0.909,0.636,0.364,yopmail.com,0,1
clara_rodrigues@hotmial.com,0,27,15,0,0,1,0,0.8,0.933,0.0,hotmial.com,0,1
marcos@fake-mail.net,1,20,6,0,0,0,0,1.0,1.0,0.0,fake-mail.net,0,1
giorgia_nascimento@terra.com.br,1,31,18,0,0,1,0,0.667,0.944,0.0,terra.com.br,1,0
debora-rocha@terra.com.br,1,25,12,0,0,0,1,0.75,0.917,0.0,terra.com.br,1,0
test43@randommail.xyz,0,21,6,1,0,0,0,0.833,0.667,0.333,randommail.xyz,0,1
beatriz.araujo@gmx.com,1,22,14,0,1,0,0,0.786,0.929,0.0,gmx.com,0,1
crodrigues@outlook.com,1,22,10,0,0,0,0,0.9,1.0,0.0,outlook.com,1,0
rodrigo.alves@bol.com.br,1,24,13,0,1,0,0,0.846,0.923,0.0,bol.com.br,1,0
nicolas.martins@gmx.com,1,23,15,0,1,0,0,0.733,0.933,0.0,gmx.com,0,1
felipe-barros@hotmial.com,0,25,13,0,0,0,1,0.846,0.923,0.0,hotmial.com,0,1
clara206@aol.com,1,16,8,1,0,0,0,0.875,0.625,0.375,aol.com,1,0
ia1hr2.8fhxu9@10minutemail.com,0,30,13,1,1,0,0,0.923,0.615,0.308,10minutemail.com,0,1
giorgia-rocha@disposablemail.com,0,32,13,0,0,0,1,0.615,0.923,0.0,disposablemail.com,0,1
.3f-bx71i@trashmail.com,0,23,9,1,1,0,1,1.0,0.444,0.333,trashmail.com,0,1
njbps0qcu1@mailtemp.org,0,23,10,1,0,0,0,1.0,0.8,0.2,mailtemp.org,0,1
gustavo-antunes@yaho.com,1,24,15,0,0,0,1,0.667,0.933,0.0,yaho.com,0,1
debora@yopmail.com,0,18,6,0,0,0,0,1.0,1.0,0.0,yopmail.com,0,1
gustavo@bol.com.br,1,18,7,0,0,0,0,1.0,1.0,0.0,bol.com.br,1,0
aline_barros@hotmail.com,1,24,12,0,0,1,0,0.833,0.917,0.0,hotmail.com,1,0
039899082556@mailnow.org,0,24,12,1,0,0,0,0.583,0.0,1.0,mailnow.org,0,1
nicolas-rocha@gmaill.com,1,24,13,0,0,0,1,0.769,0.923,0.0,gmaill.com,0,1
joao-pires@icloud.com,1,21,10,0,0,0,1,0.9,0.9,0.0,icloud.com,1,0
rfreitas@gmaill.com,1,19,8,0,0,0,0,0.875,1.0,0.0,gmaill.com,0,1
ricardo-ferreira@outlook.co,1,27,16,0,0,0,1,0.562,0.938,0.0,outlook.co,0,1
5g9lf52p9i1@yopmail.com,0,23,11,1,0,0,0,0.818,0.455,0.545,yopmail.com,0,1
nicolas_moura.x@bol.com.br,1,26,15,0,1,1,0,0.867,0.867,0.0,bol.com.br,1,0
debora_araujo@uol.com.br,1,24,13,0,0,1,0,0.692,0.923,0.0,uol.com.br,1,0
16f4zzw5uk4sha@fake-mail.net,0,28,14,1,0,0,0,0.857,0.643,0.357,fake-mail.net,0,1
henrique.dias@bol.com.br,1,24,13,0,1,0,0,0.846,0.923,0.0,bol.com.br,1,0
abc817@10minutemail.com,0,23,6,1,0,0,0,1.0,0.5,0.5,10minutemail.com,0,1
clara.gomes@yaho.com,0,20,11,0,1,0,0,0.909,0.909,0.0,yaho.com,0,1
camila_barros@gmail.co,1,22,13,0,0,1,0,0.769,0.923,0.0,gmail.co,0,1
bruno87@gmaill.com,1,18,7,1,0,0,0,1.0,0.714,0.286,gmaill.com,0,1
beatriz.cunha@hotmail.com,1,25,13,0,1,0,0,0.923,0.923,0.0,hotmail.com,1,0
test30@mailinator.com,0,21,6,1,0,0,0,0.833,0.667,0.333,mailinator.com,0,1
thiago.santos@aol.com,1,21,13,0,1,0,0,0.692,0.923,0.0,aol.com,1,0
rafael.ribeiro@gmail.co,1,23,14,0,1,0,0,0.643,0.929,0.0,gmail.co,0,1
felipe.nascimento@gmaill.com,1,28,17,0,1,0,0,0.765,0.941,0.0,gmaill.com,0,1
rrocha@yaho.com,1,15,6,0,0,0,0,0.833,1.0,0.0,yaho.com,0,1
mariana51@gmx.com,1,17,9,1,0,0,0,0.778,0.778,0.222,gmx.com,0,1
4u33k2w1i@fake-mail.net,0,23,9,1,0,0,0,0.889,0.444,0.556,fake-mail.net,0,1
msouza@gmail.com,1,16,6,0,0,0,0,1.0,1.0,0.0,gmail.com,1,0
bruno_moreira@bol.com.br,1,24,13,0,0,1,0,0.769,0.923,0.0,bol.com.br,1,0
carlos_carvalho@yahoo.com,1,25,15,0,0,1,0,0.6,0.933,0.0,yahoo.com,1,0
admin8249@fake-mail.net,0,23,9,1,0,0,0,1.0,0.556,0.444,fake-mail.net,0,1
5697td69ylecbap@spammail.net,0,28,15,1,0,0,0,0.867,0.6,0.4,spammail.net,0,1
mariana496@yopmail.com,1,22,10,1,0,0,0,0.8,0.7,0.3,yopmail.com,0,1
eduardo676@gmail.com,1,20,10,1,0,0,0,0.8,0.7,0.3,gmail.com,1,0
fernando17@gmaill.com,0,21,10,1,0,0,0,0.9,0.8,0.2,gmaill.com,0,1
laura82@randommail.xyz,1,22,7,1,0,0,0,0.857,0.714,0.286,randommail.xyz,0,1
pedro432@guerrillamail.com,0,26,8,1,0,0,0,1.0,0.625,0.375,guerrillamail.com,0,1
mpires@aol.com,1,14,6,0,0,0,0,1.0,1.0,0.0,aol.com,1,0
rafael-mendes@bol.com.br,1,24,13,0,0,0,1,0.769,0.923,0.0,bol.com.br,1,0
gustavo.vieira@hotmial.com,1,26,14,0,1,0,0,0.786,0.929,0.0,hotmial.com,0,1
jm_vh8cd5j@fake-mail.net,0,24,10,1,0,1,0,0.9,0.7,0.2,fake-mail.net,0,1
support9025@disposablemail.com,0,30,11,1,0,0,0,0.909,0.636,0.364,disposablemail.com,0,1
92092@mailcatch.com,0,19,5,1,0,0,0,0.6,0.0,1.0,mailcatch.com,0,1
antonio53@protonmail.com,1,24,9,1,0,0,0,0.778,0.778,0.222,protonmail.com,1,0
jvieira@outlook.com,1,19,7,0,0,0,0,0.857,1.0,0.0,outlook.com,1,0
henrique_assis@gmail.co,1,23,14,0,0,1,0,0.714,0.929,0.0,gmail.co,0,1
beatriz-lima@mailnow.org,0,24,12,0,0,0,1,0.833,0.917,0.0,mailnow.org,0,1
andre_oliveira@outlook.com,1,26,14,0,0,1,0,0.714,0.929,0.0,outlook.com,1,0
test491@yopmail.com,0,19,7,1,0,0,0,0.857,0.571,0.429,yopmail.com,0,1
abc916@10minutemail.com,0,23,6,1,0,0,0,1.0,0.5,0.5,10minutemail.com,0,1
sandra2@gmail.com,1,17,7,1,0,0,0,0.857,0.857,0.143,gmail.com,1,0
eduardo@uol.com.br,1,18,7,0,0,0,0,0.857,1.0,0.0,uol.com.br,1,0
lmoura@aol.com,1,14,6,0,0,0,0,1.0,1.0,0.0,aol.com,1,0
mateus_mendes@terra.com.br,1,26,13,0,0,1,0,0.692,0.923,0.0,terra.com.br,1,0
service5069@guerrillamail.com,0,29,11,1,0,0,0,0.909,0.636,0.364,guerrillamail.com,0,1
715959@spammail.net,0,19,6,1,0,0,0,0.667,0.0,1.0,spammail.net,0,1
rmartins.jr@hotmial.com,1,23,11,0,1,0,0,0.818,0.909,0.0,hotmial.com,0,1
debora@outlook.com,1,18,6,0,0,0,0,1.0,1.0,0.0,outlook.com,1,0
mateus88@outlook.co,1,19,8,1,0,0,0,0.875,0.75,0.25,outlook.co,0,1
eduardo68@yahoo.com,1,19,9,1,0,0,0,0.889,0.778,0.222,yahoo.com,1,0
ana.leite@gmaill.com,1,20,9,0,1,0,0,0.778,0.889,0.0,gmaill.com,0,1
aline.freitas@outlok.com,1,24,13,0,1,0,0,0.769,0.923,0.0,outlok.com,0,1
007891@mailinator.com,0,21,6,1,0,0,0,0.833,0.0,1.0,mailinator.com,0,1
0y0wliwlap3k5b@randommail.xyz,0,29,14,1,0,0,0,0.786,0.714,0.286,randommail.xyz,0,1
spereira@protonmail.com,1,23,8,0,0,0,0,0.75,1.0,0.0,protonmail.com,1,0
nicolas.vieira@protonmail.com,1,29,14,0,1,0,0,0.786,0.929,0.0,protonmail.com,1,0
sandra@hotmial.com,1,18,6,0,0,0,0,0.833,1.0,0.0,hotmial.com,0,1
fernando-nascimento@mailnow.org,0,31,19,0,0,0,1,0.684,0.947,0.0,mailnow.org,0,1
marcos@outlook.co,1,17,6,0,0,0,0,1.0,1.0,0.0,outlook.co,0,1
marcos@protonmail.com,1,21,6,0,0,0,0,1.0,1.0,0.0,protonmail.com,1,0
gs9e9uv1@mailinator.com,0,23,8,1,0,0,0,0.875,0.625,0.375,mailinator.com,0,1
541999529648@mailcatch.com,0,26,12,1,0,0,0,0.583,0.0,1.0,mailcatch.com,0,1
joao_souza.jr@terra.com.br,1,26,13,0,1,1,0,0.692,0.846,0.0,terra.com.br,1,0
felipe.leite@outlok.com,1,23,12,0,1,0,0,0.583,0.917,0.0,outlok.com,0,1
antonio-carvalho@gmaill.com,1,27,16,0,0,0,1,0.688,0.938,0.0,gmaill.com,0,1
antonio_costa@aol.com,1,21,13,0,0,1,0,0.615,0.923,0.0,aol.com,1,0
uvjytmp4n@randommail.xyz,0,24,9,1,0,0,0,1.0,0.889,0.111,randommail.xyz,0,1
0758932919@trashmail.com,0,24,10,1,0,0,0,0.8,0.0,1.0,trashmail.com,0,1
gabriel.nascimento@yahoo.com,1,28,18,0,1,0,0,0.778,0.944,0.0,yahoo.com,1,0
paulao_ferreira@bol.com.br,1,26,15,0,0,1,0,0.667,0.933,0.0,bol.com.br,1,0
fernando.martins@disposablemail.com,0,35,16,0,1,0,0,0.75,0.938,0.0,disposablemail.com,0,1
31119392@mailnow.org,0,20,8,1,0,0,0,0.5,0.0,1.0,mailnow.org,0,1
bruno_santos@gmx.com,1,20,12,0,0,1,0,0.75,0.917,0.0,gmx.com,0,1
giorgia@outlok.com,1,18,7,0,0,0,0,0.714,1.0,0.0,outlok.com,0,1
andre@icloud.com,1,16,5,0,0,0,0,1.0,1.0,0.0,icloud.com,1,0
luana-martins@randommail.xyz,0,28,13,0,0,0,1,0.769,0.923,0.0,randommail.xyz,0,1
saraujo@outlok.com,1,18,7,0,0,0,0,0.857,1.0,0.0,outlok.com,0,1
thiago-araujo@gmaill.com,1,24,13,0,0,0,1,0.769,0.923,0.0,gmaill.com,0,1
pedro.ferreira.x@live.com,1,25,16,0,2,0,0,0.625,0.875,0.0,live.com,1,0
paula-leite@icloud.com,1,22,11,0,0,0,1,0.727,0.909,0.0,icloud.com,1,0
ricardo69@hotmial.com,0,21,9,1,0,0,0,0.889,0.778,0.222,hotmial.com,0,1
joao-souza@hotmial.com,1,22,10,0,0,0,1,0.7,0.9,0.0,hotmial.com,0,1
ricardo99@bol.com.br,1,20,9,1,0,0,0,0.778,0.778,0.222,bol.com.br,1,0
erocha@yaho.com,1,15,6,0,0,0,0,1.0,1.0,0.0,yaho.com,0,1
abc466@yopmail.com,0,18,6,1,0,0,0,0.833,0.5,0.5,yopmail.com,0,1
user328@fake-mail.net,0,21,7,1,0,0,0,1.0,0.571,0.429,fake-mail.net,0,1
bfreitas@aol.com,1,16,8,0,0,0,0,1.0,1.0,0.0,aol.com,1,0
beatriz-souza@trashmail.com,1,27,13,0,0,0,1,0.846,0.923,0.0,trashmail.com,0,1
maria-gomes@terra.com.br,1,24,11,0,0,0,1,0.818,0.909,0.0,terra.com.br,1,0
gbarros@gmaill.com,1,18,7,0,0,0,0,0.857,1.0,0.0,gmaill.com,0,1
5337990@tempmail.com,0,20,7,1,0,0,0,0.714,0.0,1.0,tempmail.com,0,1
aline.araujo@gmail.co,1,21,12,0,1,0,0,0.833,0.917,0.0,gmail.co,0,1
andre-silva@bol.com.br,1,22,11,0,0,0,1,0.909,0.909,0.0,bol.com.br,1,0
gustavo-pereira.jr@gmx.com,0,26,18,0,1,0,1,0.778,0.889,0.0,gmx.com,0,1
466337@fake-mail.net,0,20,6,1,0,0,0,0.667,0.0,1.0,fake-mail.net,0,1
796454094048@spammail.net,0,25,12,1,0,0,0,0.583,0.0,1.0,spammail.net,0,1
help6477@mailnow.org,0,20,8,1,0,0,0,0.875,0.5,0.5,mailnow.org,0,1
